0.0|0.0
9300000000000000.0|163899.0
5700000000000000.0|163899.00000000003
4800000000000000.0|163899.00000000003
6900000000000000.0|163899.0
9400000000000000.0|163899.0
7900000000000001.0|163899.0
3700000000000000.0|163899.0
3499999999999999.5|163899.00000000003
3000000000000000.0|163899.0
5500000000000000.0|163898.99999999997
3899999999999999.5|163899.0
7400000000000000.0|163899.00000000003
5299999999999999.0|163899.0
2900000000000000.0|163899.0
5600000000000000.0|163899.0
2600000000000000.0|163899.0
5100000000000000.0|163899.0
9100000000000000.0|163899.0
4600000000000000.0|163899.0
9300000000000000.0|163899.0
7199999999999999.0|163899.00000000003
3100000000000000.0|163899.0
8600000000000000.0|163899.0
7600000000000000.0|163899.0
9800000000000000.0|163899.0
8900000000000001.0|163899.0
9000000000000000.0|163899.0
2799999999999999.5|163899.0
8900000000000000.0|163899.0
6000000000000000.0|163899.0
3800000000000000.0|163899.0
6200000000000000.0|163899.0
5500000000000000.0|163899.0
9800000000000000.0|163899.0
7200000000000000.0|163899.0
3800000000000000.0|163898.99999999997
5700000000000000.0|163899.0
3400000000000000.0|163899.0
4300000000000000.0|163899.0
2800000000000000.0|163899.0
5300000000000000.0|163899.0
3100000000000000.5|163898.99999999997
6800000000000000.0|163899.0
3100000000000000.5|163898.99999999997
7500000000000001.0|163899.0
7500000000000000.0|163898.99999999997
4900000000000001.0|163899.0
3499999999999999.5|163899.00000000003
3200000000000000.0|163899.00000000003
4000000000000000.0|163899.0
5500000000000000.0|163899.0
7200000000000000.0|163899.0
9500000000000000.0|163899.0
6700000000000000.0|163899.0
4100000000000000.0|163899.0
5500000000000000.0|163899.0
3500000000000000.0|163899.0
9400000000000000.0|163899.0
9200000000000000.0|163899.0
4200000000000000.0|163899.0
3700000000000000.0|163899.0
3700000000000000.0|163899.0
3700000000000000.5|163898.99999999997
4100000000000000.0|163899.0
8100000000000000.0|163899.0
8000000000000000.0|163899.0
9600000000000000.0|163899.0
2800000000000000.0|163899.0
5900000000000000.0|163899.0
3900000000000000.0|163899.0
4300000000000000.0|163899.0
8300000000000000.0|163899.0
5200000000000000.0|163899.00000000003
6700000000000000.0|163899.0
4500000000000000.0|163899.0
7100000000000000.0|163899.0
9800000000000000.0|163899.0
2600000000000000.0|163899.0
5000000000000000.0|163899.0
9400000000000000.0|163899.0
4600000000000000.0|163899.0
9500000000000002.0|163898.99999999997
7100000000000001.0|163898.99999999997
3900000000000000.0|163899.0
3400000000000000.0|163899.0
2500000000000000.0|163899.0
6000000000000000.0|163899.0
2900000000000000.5|163899.0
7700000000000001.0|163898.99999999997
8200000000000000.0|163899.0
8099999999999999.0|163899.00000000003
8800000000000000.0|163899.0
8500000000000000.0|163899.0
7500000000000000.0|163899.0
7599999999999999.0|163899.0
6600000000000000.0|163899.0
8600000000000000.0|163899.0
6700000000000000.0|163899.0
2700000000000000.0|163899.0
3800000000000000.0|163898.99999999997
