# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct 12 03:39:53 2017
#
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
#
rowid	pl_bmassj	pl_bmassjerr1	pl_bmassjerr2	pl_bmassjlim
704	0.03700	0.00400	-0.00400	0
705	0.35000			0
706	3.88000	0.32000	-0.32000	0
707	1.28000	0.10000	-0.10000	0
708	0.57000	0.05200	-0.05200	0
709				
710				
711				
712				
713				
714	1.42000			0
715	15.04000	10.55000	-10.55000	0
716	0.29800	0.02500	-0.02500	0
717	0.03650	0.00409	-0.00409	0
718	0.40902	0.00944	-0.00944	0
719	0.52670	0.03000	-0.03000	0
720	9.18000			0
721	0.42800	0.03200	-0.03200	0
722	0.78400	0.05400	-0.05400	0
723	9.00000	3.00000	-3.00000	0
724	6.00000	0.49000	-0.49000	0
725	11.10000	0.40000	-1.10000	0
726	1.38000	0.15000	-0.15000	0
727	5.98000	0.76000	-0.76000	0
728	9.00000	6.00000	-6.00000	0
729	2.40000	0.30000	-0.30000	0
730	8.82000	0.72000	-0.72000	0
731	23.00000	1.00000	-1.00000	0
732	2.10000			0
733	5.50000	1.00000	-1.00000	0
734	1.06800	0.03800	-0.03800	0
735	20.00000	0.40000	-0.40000	0
736	21.99870	9.42803	-9.42803	0
737	30.00000	15.00000	-15.00000	0
738	2.13000			0
739	7.00000	4.00000	-2.00000	0
740	10.00000	3.00000	-3.00000	0
741	10.00000	3.00000	-3.00000	0
742				
743	0.08495	0.05349	-0.05034	0
744				
745				
746				
747				
748	0.09439	0.05978	-0.05978	0
749	0.84000	0.08000	-0.08000	0
750	0.18689	0.01384	-0.01384	0
751				
752	0.05254	0.01007	-0.01007	0
753	0.02706	0.01227	-0.01227	0
754	1.29000	0.13000	-0.14000	0
755	1.85000	0.23000	-0.22000	0
756	0.84000	0.18000	-0.20000	0
757				0
758				0
759				0
760				0
761				0
762				
763				0
764				0
765				0
766				0
767				0
768				0
769				0
770				0
771				0
772				0
773				
774				0
775				
776				
777				
778				
779				
780				
781				
782				
783				
784				
785				
786	1.40000			1
787				
788				
789				0
790				
791	0.09722	0.01447	-0.01447	0
792				
793	0.73000	0.04000	-0.04000	0
794				
795				
796				
797	0.57900	0.02800	-0.02700	0
798	1.77400	0.07900	-0.07900	0
799	0.05191	0.00850	-0.00850	0
800	0.03807			1
801	0.03241	0.01479	-0.01479	0
802	3.70000			1
803	1.76000	0.13000	-0.13000	0
804				
805				
806				
807				
808				
809				
810				
811	0.03776	0.00912	-0.00912	0
812	0.03115	0.01447	-0.01447	0
813	0.12522	0.01384	-0.01384	0
814				
815				
816				
817				
818				
819				
820				
821				
822				
823				
824				
825				
826				
827				
828				
829				
830				
831				
832				
833				
834				
835				
836				
837	0.42600	0.03700	-0.03700	0
838				
839				
840				
841				
842				
843				
844				
845				
846				
847				
848				
849				
850				
851				
852				
853				
854				
855				
856				
857				
858	1.90000			1
859				
860				
861				
862				
863				
864				
865				
866				
867				
868				
869				
870				
871				
872				
873				
874				
875				
876				
877				
878	0.03458	0.00859	-0.00859	0
879	1.10000	0.11000	-0.11000	0
880	0.10131	0.02549	-0.02549	0
881	0.97000	0.09000	-0.09000	0
882	27.23000	0.50000	-0.48000	0
883	0.67900	0.03900	-0.03800	0
884	0.19500	0.01900	-0.01800	0
885	0.95000	0.14000	-0.14000	0
886	1.28400	0.03200	-0.03200	0
887	0.91000	0.21000	-0.22000	0
888	2.75000	0.16000	-0.15000	0
889	1.31000	0.28000	-0.29000	0
890	1.18000	0.11000	-0.11000	0
891	1.52200	0.07800	-0.07700	0
892	1.47700	0.06600	-0.06400	0
893	0.90200	0.06000	-0.05900	0
894	0.44200	0.01900	-0.01900	0
895	3.71000	0.21000	-0.21000	0
896	1.28000	0.18000	-0.18000	0
897	0.86700	0.06500	-0.06100	0
898	2.88000	0.84000	-0.84000	0
899				
900				
901				
902				
903				
904				
905				
906	11.80000	0.80000	-0.60000	0
907				
908				
909				
910	10.00000			1
911	1.45000	0.35000	-0.35000	0
912	9.28000	0.16000	-0.16000	0
913	0.02700	0.00800	-0.00800	0
914	0.62600	0.02900	-0.03300	0
915				
916				
917				
918				
919				
920				
921				
922				
923	0.00140			0
924	0.00210			0
925	0.03300	0.01400	-0.01400	0
926	0.04900	0.01800	-0.04900	0
927	0.33400	0.03500	-0.03500	0
928	0.11000	0.05700	-0.08800	0
929	0.02200	0.00400	-0.00300	0
930	0.01450	0.00400	-0.00460	0
931	0.05400	0.00600	-0.00600	0
932	0.02300	0.01000	-0.01000	0
933				
934				
935				
936				
937				
938				
939				
940				
941				
942				
943				
944				
945	0.16000	0.02000	-0.01000	0
946	0.01000			1
947				
948				
949				
950				
951				
952				
953				
954				
955				
956				
957				
958				
959				
960	0.01200	0.00600	-0.00600	0
961	0.02800	0.00600	-0.00600	0
962				
963				
964				
965				
966				
967				
968				
969				
970				
971				
972				
973	0.03100	0.02700	-0.02700	0
974	0.11400	0.07900	-0.07900	0
975				
976				
977				
978				
979				
980				
981				
982				
983				
984				
985				
986				
987				
988				
989				
990				
991				
992				
993				
994				
995				
996				
997				
998				
999				
1000	0.01447	0.00289	-0.00267	0
1001				
1002				
1003				
1004				
1005				
1006				
1007				
1008				
1009				
1010				
1011				
1012				
1013	0.03300	0.01000	-0.01000	0
1014				
1015	0.03500	0.01800	-0.01800	0
1016				
1017				
1018				
1019				
1020				
1021				
1022				
1023				
1024				
1025				
1026				
1027				
1028				
1029				
1030				
1031				
1032				
1033				
1034				
1035				
1036				
1037				
1038				
1039				
1040				
1041				
1042				
1043				
1044				
1045				
1046				
1047				
1048				
1049				
1050				
1051				
1052				
1053				
1054				
1055				
1056				
1057				
1058				
1059				
1060				
1061				
1062				
1063				
1064				
1065				
1066				
1067				
1068	0.00600	0.00400	-0.00300	0
1069	0.00900	0.00900	-0.00500	0
1070	0.02300	0.00300	-0.00500	0
1071	0.02500	0.00500	-0.00700	0
1072	0.00600	0.00300	-0.00300	0
1073	0.07900			1
1074				
1075				
1076				
1077				
1078				
1079				
1080				
1081				
1082				
1083				
1084				
1085				
1086				
1087				
1088				
1089				
1090				
1091				
1092				
1093				
1094				
1095				
1096				
1097				
1098				
1099				
1100				
1101				
1102				
1103				
1104				
1105				
1106				
1107				
1108				
1109				
1110				
1111	0.03700	0.01300	-0.01300	0
1112				
1113				
1114				
1115				
1116				
1117				
1118				
1119				
1120				
1121				
1122				
1123				
1124	0.00900	0.00200	-0.00200	0
1125	0.01200	0.00500	-0.00500	0
1126				
1127				
1128				
1129				
1130				
1131				
1132				
1133				
1134				
1135				
1136				
1137				
1138				
1139				
1140				
1141				
1142				
1143				
1144				
1145				
1146				
1147				
1148				
1149				
1150				
1151				
1152				
1153				
1154				
1155				
1156				
1157				
1158				
1159				
1160				
1161				
1162	0.09400	0.03300	-0.03300	0
1163	1.84000	0.18000	-0.18000	0
1164				
1165				
1166				
1167				
1168				
1169				
1170				
1171				
1172				
1173				
1174				
1175				
1176				
1177				
1178				
1179				
1180				
1181				
1182				
1183				
1184				
1185				
1186				
1187				
1188				
1189				
1190				
1191				
1192				
1193				
1194				
1195				
1196				
1197				
1198	0.43200	0.05300	-0.05100	0
1199				
1200				
1201				
1202				
1203				
1204				
1205				
1206				
1207				
1208				
1209				
1210				
1211				
1212				
1213				
1214				
1215				
1216				
1217				
1218				
1219				
1220				
1221				
1222				
1223				
1224				
1225				
1226				
1227	0.11300	0.06100	-0.05100	0
1228				
1229				
1230				
1231				
1232				
1233				
1234				
1235				
1236				
1237				
1238				
1239				
1240				
1241				
1242				
1243				
1244				
1245				
1246				
1247				
1248				
1249				
1250				
1251				
1252				
1253				
1254				
1255				
1256				
1257				
1258				
1259				
1260				
1261				
1262				
1263				
1264				
1265				
1266				
1267				
1268				
1269				
1270				
1271				
1272				
1273				
1274				
1275				
1276				
1277				
1278				
1279				
1280				
1281				
1282				
1283				
1284				
1285				
1286				
1287				
1288				
1289				
1290				
1291				
1292				
1293				
1294				
1295				
1296				
1297				
1298				
1299				
1300				
1301				
1302				
1303				
1304	0.09700	0.01900	-0.01900	0
1305	0.10500	0.01000	-0.01000	0
1306				
1307				
1308				
1309				
1310				
1311				
1312				
1313				
1314				
1315				
1316				
1317				
1318				
1319				
1320				
1321				
1322				
1323				
1324				
1325				
1326				
1327				
1328				
1329				
1330				
1331				
1332				
1333				
1334				
1335				
1336				
1337				
1338				
1339				
1340				
1341	0.05100	0.01100	-0.01100	0
1342	0.02600	0.01900	-0.01900	0
1343				
1344				
1345				
1346				
1347				
1348				
1349				
1350				
1351				
1352				
1353				
1354				
1355				
1356				
1357				
1358				
1359				
1360				
1361				
1362				
1363				
1364				
1365				
1366				
1367				
1368				
1369				
1370				
1371				
1372				
1373				
1374				
1375				
1376				
1377				
1378				
1379				
1380				
1381				
1382				
1383				
1384				
1385				
1386				
1387				
1388				
1389				
1390				
1391				
1392				
1393				
1394				
1395				
1396				
1397				
1398				
1399				
1400				
1401				
1402				
1403				
1404				
1405				
1406				
1407				
1408				
1409				
1410				
1411				
1412				
1413				
1414				
1415				
1416				
1417				
1418				
1419				
1420				
1421				
1422				
1423				
1424				
1425				
1426				
1427				
1428				
1429				
1430				
1431				
1432				
1433				
1434	0.00021	0.00019	-0.00012	0
1435	0.00620	0.00602	-0.00352	0
1436	0.00201	0.00212	-0.00122	0
1437				
1438				
1439				
1440				
1441				
1442				
1443				
1444				
1445				
1446				
1447				
1448				
1449				
1450				
1451				
1452				
1453				
1454				
1455				
1456				
1457				
1458				
1459				
1460				
1461				
1462				
1463	8.40000	0.35000	-0.34000	0
1464				
1465				
1466				
1467				
1468				
1469				
1470				
1471				
1472				
1473				
1474				
1475				
1476				
1477				
1478				
1479				
1480				
1481				
1482				
1483				
1484				
1485				
1486				
1487				
1488				
1489				
1490				
1491				
1492				
1493				
1494				
1495				
1496				
1497				
1498				
1499				
1500				
1501				
1502				
1503				
1504				
1505				
1506				
1507				
1508				
1509				
1510				
1511				
1512				
1513				
1514				
1515				
1516				
1517				
1518				
1519				
1520				
1521				
1522				
1523				
1524				
1525	0.11700	0.03600	-0.03600	0
1526	0.25000	0.05200	-0.05200	0
1527				
1528				
1529				
1530				
1531				
1532				
1533				
1534				
1535				
1536				
1537				
1538				
1539				
1540				
1541				
1542				
1543				
1544				
1545				
1546				
1547				
1548				
1549				
1550				
1551				
1552				
1553				
1554				
1555				
1556				
1557				
1558				
1559				
1560				
1561				
1562				
1563				
1564				
1565				
1566				
1567				
1568				
1569				
1570				
1571				
1572				
1573				
1574				
1575				
1576				
1577				
1578				
1579				
1580				
1581				
1582				
1583				
1584				
1585				
1586				
1587				
1588				
1589	0.66000	0.08000	-0.09000	0
1590				
1591				
1592				
1593				
1594				
1595				
1596				
1597				
1598				
1599				
1600				
1601				
1602				
1603				
1604				
1605				
1606				
1607				
1608				
1609				
1610				
1611				
1612				
1613				
1614				
1615				
1616				
1617				
1618				
1619				
1620				
1621				
1622				
1623				
1624				
1625				
1626				
1627				
1628				
1629				
1630				
1631				
1632				
1633				
1634				
1635				
1636				
1637				
1638				
1639				
1640				
1641				
1642				
1643				
1644				
1645				
1646				
1647				
1648				
1649				
1650				
1651				
1652				
1653				
1654				
1655				
1656				
1657				
1658				
1659				
1660				
1661				
1662				
1663				
1664				
1665				
1666				
1667				
1668				
1669				
1670				
1671				
1672				
1673				
1674				
1675				
1676				
1677				
1678				
1679				
1680				
1681				
1682				
1683				
1684				
1685				
1686				
1687				
1688				
1689				
1690				
1691				
1692				
1693				
1694				
1695				
1696				
1697				
1698				
1699				
1700				
1701				
1702				
1703				
1704				
1705				
1706				
1707				
1708				
1709				
1710				
1711				
1712				
1713				
1714				
1715				
1716				
1717				
1718				
1719				
1720				
1721	0.33300	0.01600	-0.01600	0
1722				
1723				
1724				
1725				
1726				
1727				
1728				
1729				
1730				
1731				
1732				
1733				
1734				
1735				
1736				
1737				
1738				
1739				
1740				
1741				
1742				
1743				
1744				
1745				
1746				
1747				
1748				
1749				
1750				
1751				
1752				
1753				
1754				
1755				
1756				
1757				
1758				
1759				
1760				
1761				
1762				
1763				
1764				
1765				
1766				
1767				
1768				
1769				
1770				
1771				
1772				
1773				
1774				
1775				
1776				
1777				
1778				
1779				
1780				
1781				
1782	1.51968	0.64815	-0.64815	0
1783				
1784				
1785				
1786				
1787				
1788				
1789				
1790				
1791				
1792				
1793				
1794				
1795				
1796				
1797				
1798				
1799				
1800				
1801				
1802	2.45000	0.11000	-0.11000	0
1803				
1804				
1805				
1806				
1807				
1808				
1809				
1810				
1811				
1812				
1813				
1814				
1815				
1816				
1817				
1818				
1819				
1820				
1821				
1822				
1823	0.00600	0.00200	-0.00100	0
1824	0.02400	0.01100	-0.01000	0
1825				
1826				
1827				
1828				
1829				
1830	0.02200	0.01100	-0.01100	0
1831	0.05400	0.00600	-0.00600	0
1832	0.05200	0.00400	-0.00400	0
1833				
1834				
1835				
1836				
1837				
1838				
1839				
1840				
1841				
1842				
1843				
1844				
1845				
1846				
1847				
1848				
1849				
1850				
1851				
1852				
1853				
1854				
1855				
1856				
1857	0.02643	0.00503	-0.00472	0
1858	0.04122	0.00850	-0.00850	0
1859	0.07079	0.00378	-0.01762	0
1860				
1861				
1862				
1863				
1864				
1865				
1866				
1867				
1868				
1869				
1870				
1871				
1872				
1873				
1874				
1875				
1876				
1877				
1878				
1879				
1880				
1881				
1882				
1883				
1884				
1885				
1886	0.03052	0.00444	-0.00453	0
1887	0.04012	0.00683	-0.00705	0
1888	0.03168	0.01249	-0.01164	0
1889				
1890				
1891	0.06280	0.00969	-0.01136	0
1892				
1893				
1894				
1895				
1896				
1897				
1898				
1899				
1900				
1901				
1902				
1903				
1904				
1905				
1906				
1907				
1908				
1909				
1910				
1911				
1912				
1913				
1914				
1915				
1916				
1917	0.01598	0.00541	-0.00541	0
1918				
1919				
1920				
1921				
1922				
1923				
1924				
1925				
1926				
1927				
1928				
1929				
1930				
1931				
1932				
1933				
1934				
1935				
1936				
1937				
1938				
1939				
1940				
1941				
1942				
1943	0.11300			1
1944				
1945				
1946				
1947				
1948				
1949				
1950				
1951				
1952				
1953				
1954				
1955	0.02328	0.00409	-0.00346	0
1956	0.01605	0.00535	-0.00346	0
1957	0.02517	0.00472	-0.00409	0
1958	0.01510	0.00440	-0.00378	0
1959				
1960				
1961				
1962				
1963				
1964				
1965				
1966				
1967				
1968				
1969				
1970				
1971				
1972				
1973				
1974				
1975				
1976	0.80000			1
1977	2.70000			1
1978				
1979				
1980				
1981				
1982				
1983				
1984				
1985				
1986				
1987				
1988				
1989				
1990				
1991				
1992				
1993				
1994				
1995				
1996				
1997				
1998				
1999				
2000	0.53400	0.22600	-0.21700	0
2001	0.04200	0.00900	-0.00800	0
2002				
2003				
2004	1.60000			1
2005	1.60000			1
2006				
2007				
2008				
2009				
2010				
2011				
2012				
2013				
2014				
2015				
2016				
2017				
2018				
2019				
2020				
2021				
2022				
2023				
2024				
2025				
2026				
2027				
2028				
2029				
2030				
2031				
2032				
2033	0.03020	0.01321	-0.01321	0
2034	0.07740	0.01793	-0.01793	0
2035	0.28300	0.04300	-0.04300	0
2036				
2037				
2038				
2039				
2040				
2041				
2042				
2043				
2044				
2045				
2046				
2047				
2048				
2049				
2050				
2051				
2052				
2053				
2054				
2055				
2056				
2057				
2058				
2059				
2060				
2061				
2062				
2063				
2064				
2065	0.01611	0.00205	-0.00192	0
2066	0.01951	0.00205	-0.00205	0
2067				
2068				
2069				
2070				
2071				
2072				
2073				
2074				
2075				
2076				
2077				
2078				
2079				
2080				
2081				
2082				
2083				
2084				
2085				
2086				
2087				
2088				
2089				
2090				
2091				
2092	9.11000			1
2093	13.80000			1
2094				
2095				
2096				
2097				
2098				
2099				
2100				
2101				
2102				
2103				
2104				
2105				
2106				
2107				
2108				
2109				
2110	0.05200	0.01400	-0.01100	0
2111	0.05100	0.01600	-0.01400	0
2112	0.27500	0.13100	-0.12600	0
2113	0.20200	0.05700	-0.04900	0
2114				
2115				
2116				
2117	0.15500	0.02300	-0.01900	0
2118	0.11800	0.01700	-0.01400	0
2119	1.51000			1
2120	1.36000			1
2121				
2122				
2123				
2124				
2125				
2126				
2127	0.19200	0.11300	-0.11400	0
2128	0.17700	0.05100	-0.05300	0
2129				
2130				
2131				
2132				
2133				
2134				
2135				
2136				
2137				
2138				
2139				
2140				
2141				
2142				
2143				
2144	0.02300	0.02100	-0.02100	0
2145	0.42000	0.05000	-0.05000	0
2146	0.01300	0.00300	-0.00300	0
2147	0.01419	0.00444	-0.00463	0
2148	0.01259	0.00387	-0.00406	0
2149				
2150				
2151				
2152				
2153				
2154				
2155				
2156				
2157				
2158				
2159				
2160				
2161				
2162				
2163				
2164				
2165				
2166				
2167				
2168				
2169				
2170				
2171				
2172				
2173				
2174				
2175				
2176				
2177				
2178				
2179	0.03600	0.00400	-0.00400	0
2180	2.01000	0.16000	-0.16000	0
2181	0.07300	0.00800	-0.00800	0
2182				
2183				
2184				
2185				
2186				
2187				
2188				
2189				
2190				
2191				
2192				
2193				
2194				
2195	0.03300	0.00800	-0.00600	0
2196	0.01900	0.00800	-0.00700	0
2197				
2198				
2199				
2200				
2201				
2202	0.02341	0.00286	-0.00274	0
2203	0.01145	0.00205	-0.00182	0
2204				
2205				
2206				
2207				
2208				
2209	4.70000			1
2210	6.80000			1
2211				
2212				
2213				
2214				
2215				
2216				
2217				
2218				
2219				
2220				
2221				
2222				
2223				
2224				
2225				
2226				
2227				
2228				
2229				
2230				
2231				
2232				
2233	4.10000			1
2234	0.50000			1
2235				
2236				
2237				
2238				
2239				
2240				
2241				
2242				
2243				
2244				
2245				
2246				
2247				
2248				
2249				
2250				
2251				
2252				
2253				
2254				
2255				
2256				
2257	0.09000	0.04100	-0.03900	0
2258	0.12400	0.04300	-0.04000	0
2259				
2260				
2261				
2262				
2263				
2264				
2265				
2266				
2267				
2268				
2269				
2270				
2271				
2272				
2273				
2274				
2275				
2276				
2277				
2278				
2279				
2280				
2281				
2282				
2283				
2284				
2285				
2286				
2287				
2288				
2289	0.02700	0.02300	-0.02000	0
2290				
2291				
2292				
2293	0.22000	0.01100	-0.01000	0
2294				
2295				
2296				
2297				
2298				
2299				
2300				
2301				
2302				
2303				
2304				
2305				
2306				
2307				
2308				
2309				
2310				
2311				
2312				
2313				
2314				
2315				
2316				
2317				
2318	0.12700	0.02000	-0.02000	0
2319				
2320	0.01900	0.01000	-0.01000	0
2321	0.04700	0.01700	-0.01500	0
2322				
2323				
2324				
2325				
2326				
2327				
2328				
2329				
2330				
2331				
2332				
2333				
2334				
2335				
2336				
2337				
2338				
2339				
2340				
2341				
2342				
2343				
2344	0.01400	0.00100	-0.00100	0
2345	0.02500	0.00200	-0.00100	0
2346				
2347				
2348				
2349				
2350				
2351				
2352				
2353				
2354				
2355				
2356				
2357				
2358				
2359				
2360				
2361				
2362				
2363				
2364				
2365				
2366				
2367	0.03146			1
2368	0.03776			1
2369	0.03839			1
2370				
2371				
2372				
2373				
2374				
2375				
2376				
2377				
2378				
2379				
2380				
2381				
2382				
2383				
2384				
2385				
2386				
2387				
2388				
2389				
2390				
2391				
2392				
2393	0.38400			1
2394				
2395				
2396				
2397				
2398				
2399				
2400				
2401				
2402				
2403				
2404				
2405				
2406				
2407				
2408				
2409				
2410				
2411				
2412				
2413				
2414	20.10000	1.30000	-1.30000	0
2415				
2416				
2417				
2418				
2419				
2420				
2421				
2422				
2423				
2424				
2425				
2426				
2427	0.23800	0.03700	-0.01800	0
2428	0.05600	0.00900	-0.00400	0
2429				
2430				
2431				
2432				
2433				
2434				
2435				
2436				
2437	0.07700	0.01200	-0.01200	0
2438	2.20000	0.40000	-0.40000	0
2439				
2440				
2441				
2442				
2443				
2444				
2445				
2446				
2447				
2448				
2449				
2450				
2451				
2452				
2453				
2454				
2455	0.02000	0.00400	-0.00400	0
2456	0.00900	0.00600	-0.00600	0
2457				
2458	12.60000	6.30000	-6.30000	0
2459				
2460				
2461	0.56000	0.08000	-0.08000	0
2462				
2463				
2464				
2465	0.94100	0.12500	-0.01900	0
2466	0.21100	0.06900	-0.06600	0
2467	0.01100	0.01100	-0.00900	0
2468	0.09400	0.03900	-0.03300	0
2469	0.37700	0.32100	-0.27500	0
2470				
2471	0.18300	0.16800	-0.12400	0
2472				
2473	0.03500	0.02900	-0.02500	0
2474				
2475	1.10000			1
2476	2.50000	0.30000	-0.30000	0
2477	7.30000	0.40000	-0.40000	0
2478				
2479				
2480				
2481				
2482	0.43000	0.13000	-0.13000	0
2483	0.59500	0.08100	-0.08100	0
2484	1.03000	0.13000	-0.13000	0
2485	6.97000	0.62000	-0.62000	0
2486	0.25000	0.08000	-0.08000	0
2487	0.34000	0.08000	-0.08000	0
2488	0.29000	0.09000	-0.09000	0
2489	1.27000	0.19000	-0.19000	0
2490	3.23000	0.26000	-0.26000	0
2491				
2492				
2493				
2494				
2495				
2496	5.41000	0.32000	-0.18000	0
2497	2.43000	0.22000	-0.24000	0
2498	2.82000	0.52000	-0.52000	0
2499	2.86000	0.35000	-0.35000	0
2500	0.84000	0.15000	-0.15000	0
2501				
2502				
2503				
2504				
2505				
2506	1.00000	0.10000	-0.10000	0
2507				
2508				
2509				
2510				
2511				
2512				
2513				
2514				
2515				
2516				
2517				
2518				
2519				
2520				
2521				
2522	1.37000	0.48000	-0.46000	0
2523				
2524				
2525	0.50500	0.09000	-0.09000	0
2526				
2527				
2528				
2529				
2530	0.00063	0.05034	-0.05034	0
2531	0.02152	0.00440	-0.00440	0
2532	4.46000	0.12000	-0.12000	0
2533				
2534	6.00000			1
2535	0.37600	0.02100	-0.01900	0
2536				
2537				
2538				
2539				
2540				
2541				
2542				
2543				
2544				
2545				
2546				
2547	2.00000			1
2548	28.00000			1
2549				
2550				
2551				
2552				
2553				
2554				
2555				
2556				
2557				
2558				
2559	0.01240	0.00661	-0.00661	0
2560	0.04597	0.00724	-0.00724	0
2561	0.02500	0.01450	-0.01450	0
2562	2.06700	0.07900	-0.07900	0
2563				
2564				
2565				
2566				
2567				
2568				
2569				
2570				
2571				
2572				
2573				
2574	0.98000			1
2575	0.72000			1
2576				
2577				
2578				
2579				
2580				
2581				
2582				
2583				
2584				
2585				
2586				
2587				
2588	2.11100	0.06700	-0.08600	0
2589				
2590				
2591				
2592				
2593				
2594				
2595				
2596				
2597				
2598				
2599				
2600				
2601	0.00700	0.00500	-0.00300	0
2602	0.01300	0.00100	-0.00100	0
2603	0.02400	0.00300	-0.00300	0
2604				
2605				
2606				
2607				
2608				
2609				
2610				
2611				
2612				
2613				
2614	8.70000			1
2615	10.41000			1
2616				
2617				
2618				
2619				
2620				
2621				
2622				
2623				
2624				
2625				
2626				
2627				
2628				
2629				
2630	18.41000			1
2631	15.74000			1
2632				
2633				
2634				
2635				
2636				
2637				
2638				
2639				
2640				
2641				
2642	0.97000	0.29000	-0.29000	0
2643	2.40000	1.20000	-1.20000	0
2644	0.92000			1
2645	0.37000			1
2646				
2647				
2648				
2649				
2650				
2651				
2652				
2653				
2654				
2655				
2656				
2657				
2658	1.49000			1
2659	1.11000			1
2660				
2661				
2662				
2663				
2664				
2665				
2666				
2667				
2668				
2669				
2670				
2671				
2672				
2673				
2674	0.07000	0.01200	-0.01100	0
2675	0.57000	0.06600	-0.06000	0
2676	5.61000	0.38000	-0.38000	0
2677				
2678				
2679				
2680				
2681				
2682				
2683				
2684				
2685				
2686				
2687				
2688	18.86000			1
2689	6.95000			1
2690				
2691				
2692				
2693				
2694				
2695				
2696				
2697				
2698				
2699				
2700	1.39000			1
2701	2.19000			1
2702				
2703				
2704				
2705				
2706				
2707				
2708				
2709				
2710				
2711				
2712				
2713	2.05000			1
2714	1.37000			1
2715				
2716				
2717				
2718				
2719				
2720				
2721				
2722				
2723				
2724				
2725	0.66800	0.03800	-0.03500	0
2726	0.01318	0.00176	-0.00164	0
2727	0.01211	0.00255	-0.00255	0
2728	0.01309	0.00264	-0.00236	0
2729				
2730				
2731				
2732				
2733				
2734				
2735				
2736				
2737				
2738				
2739				
2740				
2741				
2742				
2743				
2744				
2745				
2746				
2747				
2748				
2749				
2750				
2751				
2752				
2753				
2754				
2755				
2756	0.03000			1
2757	0.01300			1
2758	0.04400			1
2759	0.11300			1
2760	0.11000			1
2761				
2762				
2763				
2764				
2765				
2766				
2767				
2768				
2769				
2770				
2771				
2772	0.37800			1
2773				
2774				
2775				
2776				
2777				
2778				
2779				
2780				
2781				
2782				
2783				
2784				
2785				
2786				
2787				
2788				
2789				
2790				
2791				
2792				
2793				
2794				
2795				
2796				
2797				
2798				
2799				
2800				
2801				
2802				
2803				
2804				
2805				
2806				
2807				
2808				
2809				
2810				
2811				
2812				
2813				
2814				
2815				
2816				
2817				
2818				
2819				
2820				
2821				
2822				
2823				
2824				
2825				
2826				
2827				
2828				
2829	0.01878	0.00535	-0.00535	0
2830	0.02265			1
2831	0.84007	0.05034	-0.05034	0
2832				
2833				
2834				
2835				
2836				
2837				
2838				
2839				
2840				
2841				
2842				
2843				
2844				
2845				
2846				
2847				
2848				
2849				
2850				
2851				
2852				
2853				
2854	0.44100	0.04300	-0.04200	0
2855				
2856				
2857				
2858				
2859				
2860				
2861				
2862				
2863				
2864				
2865				
2866				
2867				
2868				
2869				
2870				
2871				
2872				
2873				
2874				
2875				
2876				
2877				
2878				
2879				
2880				
2881				
2882				
2883				
2884				
2885				
2886				
2887				
2888				
2889				
2890				
2891				
2892				
2893				
2894				
2895				
2896				
2897				
2898	0.63000	0.12000	-0.12000	0
2899				
2900				
2901				
2902				
2903				
2904				
2905				
2906				
2907				
2908				
2909	10.10000	0.40000	-0.40000	0
2910				
2911				
2912				
2913				
2914				
2915				
2916				
2917				
2918				
2919				
2920				
2921				
2922				
2923				
2924				
2925	2.01000	0.37000	-0.35000	0
2926				
2927				
2928				
2929				
2930				
2931				
2932				
2933				
2934				
2935				
2936				
2937				
2938	0.43000	0.03200	-0.03200	0
2939				
2940				
2941				
2942				
2943				
2944				
2945				
2946				
2947				
2948				
2949				
2950				
2951	0.00600	0.00100	-0.00100	0
2952				
2953				
2954				
2955				
2956				
2957				
2958				
2959				
2960				
2961				
2962	0.03430	0.02300	-0.01900	0
2963	0.01900	0.00600	-0.00720	0
2964	0.01900	0.00660	-0.00500	0
2965	0.01300	0.00380	-0.00350	0
2966				
2967				
2968				
2969				
2970				
2971				
2972				
2973				
2974				
2975				
2976	0.59000	0.13000	-0.12000	0
2977	0.02180	0.00330	-0.00220	0
2978	0.02121	0.00387	-0.00271	0
2979	0.02124	0.00217	-0.00160	0
2980	0.01299	0.00255	-0.00299	0
2981				
2982				
2983				
2984				
2985				
2986				
2987				
2988				
2989				
2990				
2991				
2992				
2993				
2994				
2995				
2996				
2997				
2998				
2999				
3000				
3001				
3002				
3003				
3004				
3005				
3006				
3007				
3008				
3009				
3010				
3011				
3012				
3013				
3014				
3015				
3016				
3017				
3018				
3019				
3020				
3021				
3022				
3023				
3024				
3025				
3026				
3027				
3028				
3029				
3030				
3031				
3032				
3033				
3034				
3035				
3036				
3037				
3038				
3039				
3040				
3041				
3042				
3043				
3044				
3045				
3046				
3047				
3048				
3049				
3050				
3051				
3052				
3053				
3054				
3055				
3056				
3057				
3058				
3059				
3060				
3061				
3062				
3063				
3064				
3065				
3066				
3067				
3068				
3069				
3070				
3071				
3072				
3073	1.02000	0.02800	-0.02800	0
3074	0.02000	0.00300	-0.00300	0
3075				
3076				
3077				
